Key,Base,Language,Translation
"setting_biometric_unavailable","No biometric or device lock set up on this device.","pt-rBR","Nenhuma biometria ou bloqueio de tela configurado neste dispositivo."
"setting_section_sync_short","Sync","pt-rBR","Sincronizar"
"setting_sync_control_panel","Sync Control Panel","pt-rBR","Painel de Sincronização"
"setting_section_advanced","Advanced","pt-rBR","Avançado"
"setting_vt_api_key_title","VirusTotal API Key","pt-rBR","Chave de API do VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","pt-rBR","Cole a chave de API aqui…"
"setting_diagnostics_title","Diagnostics","pt-rBR","Diagnósticos"
"setting_installer_package_title","Installer Package","pt-rBR","Pacote do Instalador"
"backup_settings_title","Backup Settings","pt-rBR","Configurações de Backup"
"backup_output_path","Output Path","pt-rBR","Caminho de Saída"
"backup_filename_template","Filename Template","pt-rBR","Modelo de Nome de Arquivo"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","pt-rBR","Tags: {name}, {pkg}, {version}, {code}"
"tv_sync_screen_title","Send to TV","ro","Trimite către TV"
"tv_sync_hero_title","Send an app to your TV","ro","Trimite o aplicație către TV"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","ro","Pe TV, deschide Universal Installer → Instalare, apoi scanează codul QR afișat acolo."
"tv_sync_btn_scan","Scan TV QR","ro","Scanează QR-ul TV-ului"
"tv_sync_prompt_scan","Scan the QR on your TV","ro","Scanează codul QR de pe TV-ul tău"
"tv_sync_status_connected","Connected to %1$s","ro","Conectat la %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","ro","Alege APK-ul de trimis"
"tv_sync_btn_rescan","Scan a different TV","ro","Scanează alt TV"
"tv_sync_status_sending","Sending…","ro","Se trimite…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","ro","Trimis ✓ — confirmă instalarea pe TV"
"tv_sync_status_failed","Failed: %1$s","ro","A eșuat: %1$s"
"sync_storage_permission_title","Storage Permission Required","ro","Este necesară permisiunea de stocare"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","ro","Serverul de sincronizare are nevoie de acces complet la stocare pentru a partaja și gestiona fișiere APK. Vă rugăm să acordați ""Acces la toate fișierele"" în Setări."
"sync_open_settings","Open Settings","ro","Deschide Setările"
"sync_qr_code_title","Scan QR Code","ro","Scanează codul QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","ro","Deschide camera și scanează acest cod pentru a accesa serverul."
"sync_close","Close","ro","Închide"
"sync_server_offline","Server Offline","ro","Server Deconectat"
"sync_server_starting","Starting…","ro","Pornire…"
"sync_server_online","Server Online","ro","Server Conectat"
"sync_server_error","Error","ro","Eroare"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","ro","Partajează fișiere APK cu alte dispozitive din aceeași rețea Wi-Fi."
"sync_server_mode","Server Mode","ro","Mod Server"
"sync_server_running","Running","ro","În execuție"
"sync_server_tap_to_start","Tap to start","ro","Apasă pentru a porni"
"sync_server_settings","Server Settings","ro","Setări Server"
"sync_port","Port","ro","Port"
"sync_require_pin","Require PIN","ro","Necesită PIN"
"sync_require_pin_subtitle","Guard transfers with a password","ro","Protejează transferurile cu o parolă"
"sync_pin_code","PIN Code","ro","Cod PIN"
"sync_active_downloads","Active Downloads","ro","Descărcări Active"
"sync_active_downloads_count","%d downloading","ro","Se descarcă %d"
"sync_no_active_downloads","No active downloads","ro","Fără descărcări active"
"sync_server_url","Server URL","ro","URL Server"
"sync_active_transfer","Active Transfer","ro","Transfer Activ"
"sync_active_transfers_count","Active Transfers (%d)","ro","Transferuri Active (%d)"
"sync_add_files_to_share","Add Files to Share","ro","Adaugă Fișiere pentru Partajare"
"sync_shared_files_count","Shared Files (%1$d)","ro","Fișiere Partajate (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","ro","Pornește serverul pentru a începe partajarea fișierelor"
"sync_delete_cd","Delete","ro","Șterge"
"sync_percentage","%1$d%%","ro","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","ro","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","ro","S-au adăugat %1$d fișier(e), s-au omis %2$d neacceptate"
"sync_toast_added","Added %1$d file(s) to Sync Folder","ro","S-au adăugat %1$d fișier(e) la Dosarul Sincronizare"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","ro","Nu a fost selectat niciun pachet de fișiere acceptat (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","ro","Copiarea fișierelor a eșuat"
"file_size_gb","%1$.1f GB","ro","%1$.1f GB"
"file_size_mb","%1$.1f MB","ro","%1$.1f MB"
"file_size_kb","%1$.0f KB","ro","%1$.0f KB"
"file_size_b","%1$d B","ro","%1$d B"
"setting_retry_root","Retry Root Probe","ro","Reîncearcă testul Root"
"setting_section_interface","Interface","ro","Interfață"
"setting_section_security","Security","ro","Securitate"
"setting_lock_install_title","Lock Installations","ro","Blochează instalările"
"setting_lock_install_subtitle","Require biometric to confirm install","ro","Necesită autentificare biometrică pentru instalare"
"setting_lock_uninstall_title","Lock Uninstalls","ro","Blochează dezinstalările"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","ro","Necesită autentificare biometrică pentru dezinstalare"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","ro","Nu este configurată autentificarea biometrică sau blocarea dispozitivului."
"setting_section_sync_short","Sync","ro","Sincronizare"
"setting_sync_control_panel","Sync Control Panel","ro","Panou Control Sincronizare"
"setting_section_advanced","Advanced","ro","Avansat"
"setting_vt_api_key_title","VirusTotal API Key","ro","Cheie API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","ro","Lipește cheia API aici…"
"setting_diagnostics_title","Diagnostics","ro","Diagnosticare"
"setting_installer_package_title","Installer Package","ro","Pachet Instalator"
"backup_settings_title","Backup Settings","ro","Setări Copie de Siguranță"
"backup_output_path","Output Path","ro","Calea de ieșire"
"backup_filename_template","Filename Template","ro","Șablon Nume Fișier"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","ro","Etichete: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","ru","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","ru","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","ru",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","ru","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","ru","%d%%"
"apk_info_version_detail","%1$s (%2$d)","ru","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","ru","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","ru","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","ru","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","ru","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","ru","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","ru","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","ru","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","ru","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","ru","Universal Installer"
"setting_github_title","GitHub","ru","GitHub"
"setting_telegram_title","Telegram","ru","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","ru","universal-installer.pwhs.app"
"setting_rate_title","Rate App","ru","Оценить приложение"
"about_creator_subtitle","Pass With High Score","ru","Pass With High Score"
"about_license_subtitle","GNU GPL v3","ru","GNU GPL v3"
"about_btn_ok","OK","ru","ОК"
"installer_mode_shizuku","Shizuku","ru","Shizuku"
"installer_mode_root","Root","ru","Root"
"tv_sync_screen_title","Send to TV","ru","Отправить на ТВ"
"tv_sync_hero_title","Send an app to your TV","ru","Отправить приложение на ваш ТВ"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","ru","На ТВ откройте Universal Installer → Установить, затем отсканируйте показанный там QR-код."
"tv_sync_btn_scan","Scan TV QR","ru","Сканировать QR-код ТВ"
"tv_sync_prompt_scan","Scan the QR on your TV","ru","Отсканируйте QR-код на вашем ТВ"
"tv_sync_status_connected","Connected to %1$s","ru","Подключено к %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","ru","Выберите APK для отправки"
"tv_sync_btn_rescan","Scan a different TV","ru","Сканировать другой ТВ"
"tv_sync_status_sending","Sending…","ru","Отправка…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","ru","Отправлено ✓ — подтвердите установку на вашем ТВ"
"tv_sync_status_failed","Failed: %1$s","ru","Ошибка: %1$s"
"sync_storage_permission_title","Storage Permission Required","ru","Требуется разрешение к памяти"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","ru","Серверу синхронизации нужен полный доступ к хранилищу для обмена и управления APK-файлами. Пожалуйста, предоставьте ""Доступ ко всем файлам"" в Настройках."
"sync_open_settings","Open Settings","ru","Открыть настройки"
"sync_qr_code_title","Scan QR Code","ru","Сканировать QR-код"
"sync_qr_code_message","Open your camera and scan this code to access the server.","ru","Откройте камеру и отсканируйте этот код для доступа к серверу."
"sync_close","Close","ru","Закрыть"
"sync_server_offline","Server Offline","ru","Сервер выключен"
"sync_server_starting","Starting…","ru","Запуск…"
"sync_server_online","Server Online","ru","Сервер онлайн"
"sync_server_error","Error","ru","Ошибка"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","ru","Делитесь файлами APK с другими устройствами в этой же Wi-Fi сети."
"sync_server_mode","Server Mode","ru","Режим сервера"
"sync_server_running","Running","ru","Запущен"
"sync_server_tap_to_start","Tap to start","ru","Нажмите для запуска"
"sync_server_settings","Server Settings","ru","Настройки сервера"
"sync_port","Port","ru","Порт"
"sync_require_pin","Require PIN","ru","Требовать PIN"
"sync_require_pin_subtitle","Guard transfers with a password","ru","Защитите передачу паролем"
"sync_pin_code","PIN Code","ru","PIN-код"
"sync_active_downloads","Active Downloads","ru","Активные загрузки"
"sync_active_downloads_count","%d downloading","ru","Загружается %d"
"sync_no_active_downloads","No active downloads","ru","Нет активных загрузок"
"sync_server_url","Server URL","ru","URL сервера"
"sync_active_transfer","Active Transfer","ru","Активная передача"
"sync_active_transfers_count","Active Transfers (%d)","ru","Активные передачи (%d)"
"sync_add_files_to_share","Add Files to Share","ru","Добавить файлы для обмена"
"sync_shared_files_count","Shared Files (%1$d)","ru","Общие файлы (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","ru","Включите сервер, чтобы начать делиться файлами"
"sync_delete_cd","Delete","ru","Удалить"
"sync_percentage","%1$d%%","ru","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","ru","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","ru","Добавлено %1$d файлов, пропущено %2$d неподдерживаемых"
"sync_toast_added","Added %1$d file(s) to Sync Folder","ru","Добавлено %1$d файлов в папку синхронизации"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","ru","Не выбрано поддерживаемых файлов (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","ru","Не удалось скопировать файлы"
"file_size_gb","%1$.1f GB","ru","%1$.1f ГБ"
"file_size_mb","%1$.1f MB","ru","%1$.1f МБ"
"file_size_kb","%1$.0f KB","ru","%1$.0f КБ"
"file_size_b","%1$d B","ru","%1$d Б"
"setting_retry_root","Retry Root Probe","ru","Повторить проверку Root"
"setting_section_interface","Interface","ru","Интерфейс"
"setting_section_security","Security","ru","Безопасность"
"setting_lock_install_title","Lock Installations","ru","Блокировка установок"
"setting_lock_install_subtitle","Require biometric to confirm install","ru","Требовать биометрию для подтверждения установки"
"setting_lock_uninstall_title","Lock Uninstalls","ru","Блокировка удалений"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","ru","Требовать биометрию для подтверждения удаления"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","ru","На этом устройстве не настроена биометрия или блокировка экрана."
"setting_section_sync_short","Sync","ru","Синхронизация"
"setting_sync_control_panel","Sync Control Panel","ru","Панель синхронизации"
"setting_section_advanced","Advanced","ru","Дополнительно"
"setting_vt_api_key_title","VirusTotal API Key","ru","API-ключ VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","ru","Вставьте API-ключ сюда…"
"setting_diagnostics_title","Diagnostics","ru","Диагностика"
"setting_installer_package_title","Installer Package","ru","Пакет установщика"
"backup_settings_title","Backup Settings","ru","Настройки резервного копирования"
"backup_output_path","Output Path","ru","Путь сохранения"
"backup_filename_template","Filename Template","ru","Шаблон имени файла"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","ru","Теги: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","tr","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","tr","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","tr",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","tr","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","tr","%d%%"
"apk_info_version_detail","%1$s (%2$d)","tr","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","tr","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","tr","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","tr","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","tr","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","tr","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","tr","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","tr","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","tr","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","tr","Universal Installer"
"setting_github_title","GitHub","tr","GitHub"
"setting_telegram_title","Telegram","tr","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","tr","universal-installer.pwhs.app"
"setting_rate_title","Rate App","tr","Uygulamayı Değerlendir"
"about_creator_subtitle","Pass With High Score","tr","Pass With High Score"
"about_license_subtitle","GNU GPL v3","tr","GNU GPL v3"
"about_btn_ok","OK","tr","Tamam"
"installer_mode_shizuku","Shizuku","tr","Shizuku"
"installer_mode_root","Root","tr","Root"
"tv_sync_screen_title","Send to TV","tr","TV'ye Gönder"
"tv_sync_hero_title","Send an app to your TV","tr","TV'nize bir uygulama gönderin"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","tr","TV'de Universal Installer → Yükle bölümünü açın, ardından orada gösterilen QR kodunu tarayın."
"tv_sync_btn_scan","Scan TV QR","tr","TV QR Kodunu Tara"
"tv_sync_prompt_scan","Scan the QR on your TV","tr","TV'nizdeki QR kodunu tarayın"
"tv_sync_status_connected","Connected to %1$s","tr","%1$s cihazına bağlandı"
"tv_sync_btn_choose_apk","Choose APK to send","tr","Gönderilecek APK'yı seçin"
"tv_sync_btn_rescan","Scan a different TV","tr","Farklı bir TV tara"
"tv_sync_status_sending","Sending…","tr","Gönderiliyor…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","tr","Gönderildi ✓ — TV'nizden yüklemeyi onaylayın"
"tv_sync_status_failed","Failed: %1$s","tr","Başarısız: %1$s"
"sync_storage_permission_title","Storage Permission Required","tr","Depolama İzni Gerekli"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","tr","Senkronizasyon Sunucusu'nun APK dosyalarını paylaşması ve yönetmesi için tam depolama erişimine ihtiyacı var. Lütfen Ayarlar'dan ""Tüm dosyalara erişim"" izni verin."
"sync_open_settings","Open Settings","tr","Ayarları Aç"
"sync_qr_code_title","Scan QR Code","tr","QR Kodunu Tara"
"sync_qr_code_message","Open your camera and scan this code to access the server.","tr","Sunucuya erişmek için kameranızı açın ve bu kodu tarayın."
"sync_close","Close","tr","Kapat"
"sync_server_offline","Server Offline","tr","Sunucu Çevrimdışı"
"sync_server_starting","Starting…","tr","Başlatılıyor…"
"sync_server_online","Server Online","tr","Sunucu Çevrimiçi"
"sync_server_error","Error","tr","Hata"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","tr","Aynı Wi-Fi ağındaki diğer cihazlarla APK dosyalarını paylaşın."
"sync_server_mode","Server Mode","tr","Sunucu Modu"
"sync_server_running","Running","tr","Çalışıyor"
"sync_server_tap_to_start","Tap to start","tr","Başlatmak için dokunun"
"sync_server_settings","Server Settings","tr","Sunucu Ayarları"
"sync_port","Port","tr","Bağlantı Noktası"
"sync_require_pin","Require PIN","tr","PIN Gerekli"
"sync_require_pin_subtitle","Guard transfers with a password","tr","Aktarımları parolayla koruyun"
"sync_pin_code","PIN Code","tr","PIN Kodu"
"sync_active_downloads","Active Downloads","tr","Aktif İndirmeler"
"sync_active_downloads_count","%d downloading","tr","%d indiriliyor"
"sync_no_active_downloads","No active downloads","tr","Aktif indirme yok"
"sync_server_url","Server URL","tr","Sunucu URL'si"
"sync_active_transfer","Active Transfer","tr","Aktif Aktarım"
"sync_active_transfers_count","Active Transfers (%d)","tr","Aktif Aktarımlar (%d)"
"sync_add_files_to_share","Add Files to Share","tr","Paylaşılacak Dosyaları Ekle"
"sync_shared_files_count","Shared Files (%1$d)","tr","Paylaşılan Dosyalar (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","tr","Dosya paylaşmaya başlamak için sunucuyu açın"
"sync_delete_cd","Delete","tr","Sil"
"sync_percentage","%1$d%%","tr","%%1$d"
"sync_transfer_progress","%1$s / %2$s","tr","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","tr","%1$d dosya eklendi, %2$d desteklenmeyen dosya atlandı"
"sync_toast_added","Added %1$d file(s) to Sync Folder","tr","Senkronizasyon Klasörüne %1$d dosya eklendi"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","tr","Desteklenen hiçbir paket dosyası seçilmedi (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","tr","Dosyalar kopyalanamadı"
"file_size_gb","%1$.1f GB","tr","%1$.1f GB"
"file_size_mb","%1$.1f MB","tr","%1$.1f MB"
"file_size_kb","%1$.0f KB","tr","%1$.0f KB"
"file_size_b","%1$d B","tr","%1$d B"
"setting_retry_root","Retry Root Probe","tr","Root Kontrolünü Yeniden Dene"
"setting_section_interface","Interface","tr","Arayüz"
"setting_section_security","Security","tr","Güvenlik"
"setting_lock_install_title","Lock Installations","tr","Yüklemeleri Kilitle"
"setting_lock_install_subtitle","Require biometric to confirm install","tr","Yüklemeyi onaylamak için biyometri gerekli"
"setting_lock_uninstall_title","Lock Uninstalls","tr","Kaldırmaları Kilitle"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","tr","Kaldırmayı onaylamak için biyometri gerekli"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","tr","Bu cihazda ayarlanmış bir biyometri veya cihaz kilidi yok."
"setting_section_sync_short","Sync","tr","Senkronizasyon"
"setting_sync_control_panel","Sync Control Panel","tr","Senkronizasyon Kontrol Paneli"
"setting_section_advanced","Advanced","tr","Gelişmiş"
"setting_vt_api_key_title","VirusTotal API Key","tr","VirusTotal API Anahtarı"
"setting_vt_api_key_placeholder","Paste API key here…","tr","API anahtarını buraya yapıştırın…"
"setting_diagnostics_title","Diagnostics","tr","Teşhis"
"setting_installer_package_title","Installer Package","tr","Yükleyici Paketi"
"backup_settings_title","Backup Settings","tr","Yedekleme Ayarları"
"backup_output_path","Output Path","tr","Çıktı Yolu"
"backup_filename_template","Filename Template","tr","Dosya Adı Şablonu"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","tr","Etiketler: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","uk","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","uk","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","uk",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","uk","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","uk","%d%%"
"apk_info_version_detail","%1$s (%2$d)","uk","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","uk","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","uk","Google Play Маркет"
"setting_shizuku_installer_preset_aurora","Aurora Store","uk","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","uk","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","uk","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","uk","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","uk","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","uk","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","uk","Universal Installer"
"setting_github_title","GitHub","uk","GitHub"
"setting_telegram_title","Telegram","uk","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","uk","universal-installer.pwhs.app"
"setting_rate_title","Rate App","uk","Оцінити додаток"
"about_creator_subtitle","Pass With High Score","uk","Pass With High Score"
"about_license_subtitle","GNU GPL v3","uk","GNU GPL v3"
"about_btn_ok","OK","uk","ОК"
"installer_mode_shizuku","Shizuku","uk","Shizuku"
"installer_mode_root","Root","uk","Root"
"tv_sync_screen_title","Send to TV","uk","Надіслати на ТБ"
"tv_sync_hero_title","Send an app to your TV","uk","Надіслати додаток на ваш ТБ"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","uk","На ТБ відкрийте Universal Installer → Встановити, потім відскануйте показаний там QR-код."
"tv_sync_btn_scan","Scan TV QR","uk","Сканувати QR-код ТБ"
"tv_sync_prompt_scan","Scan the QR on your TV","uk","Відскануйте QR-код на вашому ТБ"
"tv_sync_status_connected","Connected to %1$s","uk","Підключено до %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","uk","Виберіть APK для надсилання"
"tv_sync_btn_rescan","Scan a different TV","uk","Сканувати інший ТБ"
"tv_sync_status_sending","Sending…","uk","Надсилання…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","uk","Надіслано ✓ — підтвердьте встановлення на ТБ"
"tv_sync_status_failed","Failed: %1$s","uk","Помилка: %1$s"
"sync_storage_permission_title","Storage Permission Required","uk","Потрібен дозвіл на пам'ять"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","uk","Серверу синхронізації потрібен повний доступ до пам'яті для обміну та керування файлами APK. Будь ласка, надайте ""Доступ до всіх файлів"" у Налаштуваннях."
"sync_open_settings","Open Settings","uk","Відкрити налаштування"
"sync_qr_code_title","Scan QR Code","uk","Сканувати QR-код"
"sync_qr_code_message","Open your camera and scan this code to access the server.","uk","Відкрийте камеру та відскануйте цей код, щоб отримати доступ до сервера."
"sync_close","Close","uk","Закрити"
"sync_server_offline","Server Offline","uk","Сервер офлайн"
"sync_server_starting","Starting…","uk","Запуск…"
"sync_server_online","Server Online","uk","Сервер онлайн"
"sync_server_error","Error","uk","Помилка"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","uk","Діліться файлами APK з іншими пристроями в тій самій мережі Wi-Fi."
"sync_server_mode","Server Mode","uk","Режим сервера"
"sync_server_running","Running","uk","Працює"
"sync_server_tap_to_start","Tap to start","uk","Торкніться, щоб почати"
"sync_server_settings","Server Settings","uk","Налаштування сервера"
"sync_port","Port","uk","Порт"
"sync_require_pin","Require PIN","uk","Вимагати PIN"
"sync_require_pin_subtitle","Guard transfers with a password","uk","Захистити передачу паролем"
"sync_pin_code","PIN Code","uk","PIN-код"
"sync_active_downloads","Active Downloads","uk","Активні завантаження"
"sync_active_downloads_count","%d downloading","uk","Завантажується %d"
"sync_no_active_downloads","No active downloads","uk","Немає активних завантажень"
"sync_server_url","Server URL","uk","URL-адреса сервера"
"sync_active_transfer","Active Transfer","uk","Активна передача"
"sync_active_transfers_count","Active Transfers (%d)","uk","Активні передачі (%d)"
"sync_add_files_to_share","Add Files to Share","uk","Додати файли для обміну"
"sync_shared_files_count","Shared Files (%1$d)","uk","Спільні файли (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","uk","Увімкніть сервер, щоб почати ділитися файлами"
"sync_delete_cd","Delete","uk","Видалити"
"sync_percentage","%1$d%%","uk","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","uk","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","uk","Додано %1$d файл(ів), пропущено %2$d непідтримуваних"
"sync_toast_added","Added %1$d file(s) to Sync Folder","uk","Додано %1$d файл(ів) до папки синхронізації"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","uk","Не вибрано жодного підтримуваного файлу пакета (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","uk","Не вдалося скопіювати файли"
"file_size_gb","%1$.1f GB","uk","%1$.1f ГБ"
"file_size_mb","%1$.1f MB","uk","%1$.1f МБ"
"file_size_kb","%1$.0f KB","uk","%1$.0f КБ"
"file_size_b","%1$d B","uk","%1$d Б"
"setting_retry_root","Retry Root Probe","uk","Повторити перевірку Root"
"setting_section_interface","Interface","uk","Інтерфейс"
"setting_section_security","Security","uk","Безпека"
"setting_lock_install_title","Lock Installations","uk","Блокувати встановлення"
"setting_lock_install_subtitle","Require biometric to confirm install","uk","Вимагати біометрію для підтвердження встановлення"
"setting_lock_uninstall_title","Lock Uninstalls","uk","Блокувати видалення"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","uk","Вимагати біометрію для підтвердження видалення"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","uk","На цьому пристрої не налаштовано біометрію або блокування."
"setting_section_sync_short","Sync","uk","Синхронізація"
"setting_sync_control_panel","Sync Control Panel","uk","Панель керування синхронізацією"
"setting_section_advanced","Advanced","uk","Розширені"
"setting_vt_api_key_title","VirusTotal API Key","uk","API-ключ VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","uk","Вставте API-ключ тут…"
"setting_diagnostics_title","Diagnostics","uk","Діагностика"
"setting_installer_package_title","Installer Package","uk","Пакет встановлювача"
"backup_settings_title","Backup Settings","uk","Налаштування резервного копіювання"
"backup_output_path","Output Path","uk","Шлях виводу"
"backup_filename_template","Filename Template","uk","Шаблон імені файлу"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","uk","Теги: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","vi","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","vi","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","vi",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","vi","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","vi","%d%%"
"apk_info_version_detail","%1$s (%2$d)","vi","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","vi","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","vi","Cửa hàng Google Play"
"setting_shizuku_installer_preset_aurora","Aurora Store","vi","Aurora Store"
