name,locale,translated_value
"obb_copy_progress","vi","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","vi","%d%%"
"apk_info_version_detail","vi","%1$s (%2$d)"
"uninstall_current_sort_summary","vi","%1$s %2$s"
"setting_shizuku_installer_preset_play","vi","Cửa hàng Google Play"
"setting_shizuku_installer_preset_aurora","vi","Aurora Store"
"setting_shizuku_installer_preset_fdroid","vi","F-Droid"
"setting_shizuku_installer_preset_amazon","vi","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","vi","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","vi","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","vi","Xiaomi GetApps"
"setting_about_app_name","vi","Universal Installer"
"setting_github_title","vi","GitHub"
"setting_telegram_title","vi","Telegram"
"setting_website_subtitle","vi","universal-installer.pwhs.app"
"setting_rate_title","vi","Đánh giá ứng dụng"
"about_creator_subtitle","vi","Pass With High Score"
"about_license_subtitle","vi","GNU GPL v3"
"about_btn_ok","vi","OK"
"installer_mode_shizuku","vi","Shizuku"
"installer_mode_root","vi","Root"
"tv_sync_screen_title","vi","Gửi tới TV"
"tv_sync_hero_title","vi","Gửi ứng dụng tới TV của bạn"
"tv_sync_instructions","vi","Trên TV, mở Universal Installer → Cài đặt, sau đó quét mã QR hiển thị ở đó."
"tv_sync_btn_scan","vi","Quét mã QR trên TV"
"tv_sync_prompt_scan","vi","Quét mã QR trên TV của bạn"
"tv_sync_status_connected","vi","Đã kết nối với %1$s"
"tv_sync_btn_choose_apk","vi","Chọn APK để gửi"
"tv_sync_btn_rescan","vi","Quét một TV khác"
"tv_sync_status_sending","vi","Đang gửi…"
"tv_sync_status_sent","vi","Đã gửi ✓ — xác nhận cài đặt trên TV của bạn"
"tv_sync_status_failed","vi","Thất bại: %1$s"
"sync_storage_permission_title","vi","Yêu cầu quyền bộ nhớ"
"sync_storage_permission_message","vi","Máy chủ đồng bộ cần toàn quyền truy cập bộ nhớ để chia sẻ và quản lý tệp APK. Vui lòng cấp quyền Cấp quyền truy cập tất cả các tệp trong Cài đặt."
"sync_open_settings","vi","Mở Cài đặt"
"sync_qr_code_title","vi","Quét mã QR"
"sync_qr_code_message","vi","Mở camera của bạn và quét mã này để truy cập máy chủ."
"sync_close","vi","Đóng"
"sync_server_offline","vi","Máy chủ ngoại tuyến"
"sync_server_starting","vi","Đang khởi động…"
"sync_server_online","vi","Máy chủ trực tuyến"
"sync_server_error","vi","Lỗi"
"sync_hero_subtitle","vi","Chia sẻ tệp APK với các thiết bị khác trên cùng mạng Wi-Fi."
"sync_server_mode","vi","Chế độ máy chủ"
"sync_server_running","vi","Đang chạy"
"sync_server_tap_to_start","vi","Nhấn để bắt đầu"
"sync_server_settings","vi","Cài đặt máy chủ"
"sync_port","vi","Cổng"
"sync_require_pin","vi","Yêu cầu mã PIN"
"sync_require_pin_subtitle","vi","Bảo vệ việc chuyển tệp bằng mật khẩu"
"sync_pin_code","vi","Mã PIN"
"sync_active_downloads","vi","Tải xuống đang hoạt động"
"sync_active_downloads_count","vi","Đang tải xuống %d"
"sync_no_active_downloads","vi","Không có tải xuống nào đang hoạt động"
"sync_server_url","vi","URL máy chủ"
"sync_active_transfer","vi","Chuyển tệp đang hoạt động"
"sync_active_transfers_count","vi","Chuyển tệp đang hoạt động (%d)"
"sync_add_files_to_share","vi","Thêm tệp để chia sẻ"
"sync_shared_files_count","vi","Tệp đã chia sẻ (%1$d)"
"sync_empty_state_message","vi","Bật máy chủ để bắt đầu chia sẻ tệp"
"sync_delete_cd","vi","Xóa"
"sync_percentage","vi","%1$d%%"
"sync_transfer_progress","vi","%1$s / %2$s"
"sync_toast_added_skipped","vi","Đã thêm %1$d tệp, bỏ qua %2$d tệp không được hỗ trợ"
"sync_toast_added","vi","Đã thêm %1$d tệp vào Thư mục Đồng bộ"
"sync_toast_unsupported","vi","Không có tệp gói nào được hỗ trợ (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","vi","Sao chép tệp thất bại"
"file_size_gb","vi","%1$.1f GB"
"file_size_mb","vi","%1$.1f MB"
"file_size_kb","vi","%1$.0f KB"
"file_size_b","vi","%1$d B"
"setting_retry_root","vi","Thử lại tìm kiếm Root"
"setting_section_interface","vi","Giao diện"
"setting_section_security","vi","Bảo mật"
"setting_lock_install_title","vi","Khóa Cài đặt"
"setting_lock_install_subtitle","vi","Yêu cầu sinh trắc học để xác nhận cài đặt"
"setting_lock_uninstall_title","vi","Khóa Gỡ cài đặt"
"setting_lock_uninstall_subtitle","vi","Yêu cầu sinh trắc học để xác nhận gỡ cài đặt"
"setting_biometric_unavailable","vi","Không có sinh trắc học hoặc khóa màn hình nào được thiết lập trên thiết bị này."
"setting_section_sync_short","vi","Đồng bộ"
"setting_sync_control_panel","vi","Bảng điều khiển đồng bộ"
"setting_section_advanced","vi","Nâng cao"
"setting_vt_api_key_title","vi","Khóa API VirusTotal"
"setting_vt_api_key_placeholder","vi","Dán khóa API vào đây…"
"setting_diagnostics_title","vi","Chẩn đoán"
"setting_installer_package_title","vi","Gói cài đặt"
"backup_settings_title","vi","Cài đặt sao lưu"
"backup_output_path","vi","Đường dẫn xuất"
"backup_filename_template","vi","Mẫu tên tệp"
"backup_tags_hint","vi","Thẻ: {name}, {pkg}, {version}, {code}"
"app_name","zh","通用安装器"
"download_notif_running_text","zh","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub","zh",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","zh","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","zh","%d%%"
"apk_info_version_detail","zh","%1$s (%2$d)"
"uninstall_current_sort_summary","zh","%1$s %2$s"
"setting_shizuku_installer_preset_play","zh","Google Play 商店"
"setting_shizuku_installer_preset_aurora","zh","Aurora Store"
"setting_shizuku_installer_preset_fdroid","zh","F-Droid"
"setting_shizuku_installer_preset_amazon","zh","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","zh","三星应用商店"
"setting_shizuku_installer_preset_huawei","zh","华为应用市场"
"setting_shizuku_installer_preset_xiaomi","zh","小米应用商店"
"setting_about_app_name","zh","通用安装器"
"setting_github_title","zh","GitHub"
"setting_telegram_title","zh","Telegram"
"setting_website_subtitle","zh","universal-installer.pwhs.app"
"setting_rate_title","zh","评价应用"
"about_creator_subtitle","zh","Pass With High Score"
"about_license_subtitle","zh","GNU GPL v3"
"about_btn_ok","zh","确定"
"installer_mode_shizuku","zh","Shizuku"
"installer_mode_root","zh","Root"
"tv_sync_screen_title","zh","发送到电视"
"tv_sync_hero_title","zh","发送应用到电视"
"tv_sync_instructions","zh","在电视上，打开通用安装器 → 安装，然后扫描那里显示的二维码。"
"tv_sync_btn_scan","zh","扫描电视二维码"
"tv_sync_prompt_scan","zh","扫描电视上的二维码"
"tv_sync_status_connected","zh","已连接到 %1$s"
"tv_sync_btn_choose_apk","zh","选择要发送的 APK"
"tv_sync_btn_rescan","zh","扫描其他电视"
"tv_sync_status_sending","zh","发送中…"
"tv_sync_status_sent","zh","已发送 ✓ — 请在电视上确认安装"
"tv_sync_status_failed","zh","失败：%1$s"
"sync_storage_permission_title","zh","需要存储权限"
"sync_storage_permission_message","zh","同步服务器需要完全访问存储权限才能共享和管理 APK 文件。请在设置中授予“所有文件访问权限”。"
"sync_open_settings","zh","打开设置"
"sync_qr_code_title","zh","扫描二维码"
"sync_qr_code_message","zh","打开您的相机并扫描此代码以访问服务器。"
"sync_close","zh","关闭"
"sync_server_offline","zh","服务器离线"
"sync_server_starting","zh","正在启动…"
"sync_server_online","zh","服务器在线"
"sync_server_error","zh","错误"
"sync_hero_subtitle","zh","将 APK 文件共享到同一 Wi-Fi 网络上的其他设备。"
"sync_server_mode","zh","服务器模式"
"sync_server_running","zh","运行中"
"sync_server_tap_to_start","zh","点击开始"
"sync_server_settings","zh","服务器设置"
"sync_port","zh","端口"
"sync_require_pin","zh","需要 PIN 码"
"sync_require_pin_subtitle","zh","使用密码保护传输"
"sync_pin_code","zh","PIN 码"
"sync_active_downloads","zh","活动的下载"
"sync_active_downloads_count","zh","%d 个正在下载"
"sync_no_active_downloads","zh","没有活动的下载"
"sync_server_url","zh","服务器 URL"
"sync_active_transfer","zh","活动的传输"
"sync_active_transfers_count","zh","活动的传输 (%d)"
"sync_add_files_to_share","zh","添加要分享的文件"
"sync_shared_files_count","zh","已分享的文件 (%1$d)"
"sync_empty_state_message","zh","打开服务器以开始分享文件"
"sync_delete_cd","zh","删除"
"sync_percentage","zh","%1$d%%"
"sync_transfer_progress","zh","%1$s / %2$s"
"sync_toast_added_skipped","zh","添加了 %1$d 个文件，跳过了 %2$d 个不受支持的文件"
"sync_toast_added","zh","已将 %1$d 个文件添加到同步文件夹"
"sync_toast_unsupported","zh","未选择受支持的包文件 (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","zh","复制文件失败"
"file_size_gb","zh","%1$.1f GB"
"file_size_mb","zh","%1$.1f MB"
"file_size_kb","zh","%1$.0f KB"
"file_size_b","zh","%1$d B"
"setting_retry_root","zh","重试 Root 检测"
"setting_section_interface","zh","界面"
"setting_section_security","zh","安全"
"setting_lock_install_title","zh","锁定安装"
"setting_lock_install_subtitle","zh","需要生物识别来确认安装"
"setting_lock_uninstall_title","zh","锁定卸载"
"setting_lock_uninstall_subtitle","zh","需要生物识别来确认卸载"
"setting_biometric_unavailable","zh","此设备上未设置生物识别或设备锁定。"
"setting_section_sync_short","zh","同步"
"setting_sync_control_panel","zh","同步控制面板"
"setting_section_advanced","zh","高级"
"setting_vt_api_key_title","zh","VirusTotal API 密钥"
"setting_vt_api_key_placeholder","zh","在此处粘贴 API 密钥…"
"setting_diagnostics_title","zh","诊断"
"setting_installer_package_title","zh","安装程序包"
"backup_settings_title","zh","备份设置"
"backup_output_path","zh","输出路径"
"backup_filename_template","zh","文件名模板"
"backup_tags_hint","zh","标签：{name}, {pkg}, {version}, {code}"
